名稱,來源平台,提供機關,格式,資源數,授權,最後更新,ODPortal,原始網址,分級,資源總數,已探測資源,最大記錄數,檔案類欄位,實際型態,合併筆數,合併來源,分級未涵蓋新增資源
111年公務人員特種考試原住民族考試(第二試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/18 上午 09:25:26,https://odportal.tw/dataset/i1rm-feO,https://data.gov.tw/dataset/164812,二進位,1,1,,,zip,1,i1rm-feO,False
113年公務人員特種考試原住民族考試(第二試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2024/12/27 上午 10:55:44,https://odportal.tw/dataset/i7ej9mOv,https://data.gov.tw/dataset/172211,二進位,1,1,,,zip,1,i7ej9mOv,False
直轄市原住民區長,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/20 上午 01:46:54,https://odportal.tw/dataset/iFbcZbqg,https://data.gov.tw/dataset/10049,連結殼,1,1,1.0,連結網址,text,1,iFbcZbqg,False
臺灣原住民族古道簡介資料,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/3 上午 12:28:26,https://odportal.tw/dataset/iJSc4Ktj,https://data.gov.tw/dataset/166817,真資料,3,2,8.0,,json;text,1,iJSc4Ktj,False
培育原住民族社會工作專業人才獎勵統計表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:09:16,https://odportal.tw/dataset/iLmHP6jL,https://data.gov.tw/dataset/112685,真資料,3,2,16.0,,json;text,1,iLmHP6jL,False
臺北市國民中、小學原住民學生中途輟學概況,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/3/15 上午 11:45:19,https://odportal.tw/dataset/iVFGQo_2,https://data.gov.tw/dataset/131252,真資料,1,1,22.0,,text,1,iVFGQo_2,False
原住民族勞動參與情形－按人口特性分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:47:36,https://odportal.tw/dataset/iVvcXSZ1,https://data.gov.tw/dataset/91824,真資料,3,2,22.0,,json;text,1,iVvcXSZ1,False
原住民族就業者目前場所工作年資狀況-按人口特性分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:08:49,https://odportal.tw/dataset/iYfpIi3R,https://data.gov.tw/dataset/161530,真資料,3,2,277.0,,json;text,1,iYfpIi3R,False
高級中等學校及國民中小學原住民族學生數,新北市政府,新北市政府主計處/公務統計科,XLSX,1,OGDL-1.0,2025/12/8 上午 11:55:46,https://odportal.tw/dataset/i_3bbwrB,https://data.ntpc.gov.tw/datasets/335d613e-fe51-4dc2-990b-9099f945cdd9,HTML殼,1,1,,,html,1,i_3bbwrB,False
統計區原住民人口統計,政府開放資料平臺,,XML,44,OGDL-1.0,2026/5/26 下午 04:10:19,https://odportal.tw/dataset/id9FRSuX,https://data.gov.tw/dataset/18645,真資料,44,2,665.0,,xml,1,id9FRSuX,False
原住民族教育調查統計,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:55:53,https://odportal.tw/dataset/iewVW43W,https://data.gov.tw/dataset/137774,連結殼,3,2,6.0,檔案pdf,json;text,1,iewVW43W,False
大專校院原住民學生及畢業生人數—按年級別、等級別與性別分,政府開放資料平臺,,CSV;JSON,5,OGDL-1.0,2026/5/5 下午 01:48:52,https://odportal.tw/dataset/j4OTGzN8,https://data.gov.tw/dataset/33513,真資料,5,2,262.0,,json,1,j4OTGzN8,False
原住民族地區國小名錄,政府開放資料平臺,,CSV;JSON,6,OGDL-1.0,2026/4/30 下午 06:05:34,https://odportal.tw/dataset/jEO-osEH,https://data.gov.tw/dataset/28583,真資料,6,2,2495.0,,text,1,jEO-osEH,False
原住民族委員會職員最高教育程度一覽表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:16:03,https://odportal.tw/dataset/jGcST1cI,https://data.gov.tw/dataset/156663,真資料,3,2,528.0,,json;text,1,jGcST1cI,False
臺北市原住民部落大學,臺北市政府,主計處,CSV,1,,2026/4/30 上午 09:51:43,https://odportal.tw/dataset/jRcHKUzY,https://data.taipei/dataset/detail?id=349b878c-d404-4f51-916c-f8dd6867ecf9,網址無效,1,1,,,,1,jRcHKUzY,False
原住民族委員會公告金額採購案件,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:53:55,https://odportal.tw/dataset/jWdIKOFk,https://data.gov.tw/dataset/129527,真資料,3,2,105.0,,json;text,1,jWdIKOFk,False
歷屆原住民運動會資料,政府開放資料平臺,,CSV,1,CC-BY-SA-4.0,2025/10/29 下午 05:11:31,https://odportal.tw/dataset/jg79v4ba,https://data.gov.tw/dataset/6526,真資料,1,1,18.0,,text,1,jg79v4ba,False
學校型態原住民族實驗教育學校名冊,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/5/14 下午 03:23:02,https://odportal.tw/dataset/jmYCoXxp,https://data.gov.tw/dataset/162568,真資料,1,1,169.0,,text,1,jmYCoXxp,False
109年現住人口數按性別及原住民身分分,政府開放資料平臺,,CSV;JSON,12,OGDL-1.0,2025/6/10 上午 11:41:10,https://odportal.tw/dataset/jovFjLbs,https://data.gov.tw/dataset/120045,真資料,12,2,114.0,,json,1,jovFjLbs,False
111年現住人口數按性別及原住民身分分,政府開放資料平臺,,CSV;JSON,24,OGDL-1.0,2025/6/10 上午 11:44:36,https://odportal.tw/dataset/kEBb8SFe,https://data.gov.tw/dataset/148481,真資料,24,2,114.0,,text,1,kEBb8SFe,False
臺北市原住民團體名單,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/6/17 上午 11:57:27,https://odportal.tw/dataset/kT1KtTIL,https://data.gov.tw/dataset/134703,真資料,1,1,72.0,,text,1,kT1KtTIL,False
臺灣原住民族文化園區門票收入及入園人數統計表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/3 上午 01:05:50,https://odportal.tw/dataset/kV7oFLi7,https://data.gov.tw/dataset/151631,真資料,3,2,93.0,,json;text,1,kV7oFLi7,False
108年外交、民航、稅務人員及原住民族考試(第一試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/22 上午 11:20:47,https://odportal.tw/dataset/k__Sd6Qp,https://data.gov.tw/dataset/164820,二進位,1,1,,,zip,1,k__Sd6Qp,False
全國原住民族任公務人員概況按官等分,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/7/6 下午 04:22:11,https://odportal.tw/dataset/kgbdGBv_,https://data.gov.tw/dataset/152219,真資料,1,1,374.0,,text,1,kgbdGBv_,False
臺北市原住民戶口數,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/3/18 上午 09:31:34,https://odportal.tw/dataset/kjL5q636,https://data.gov.tw/dataset/132223,真資料,1,1,38.0,,text,1,kjL5q636,False
10414-00-02-2 臺中市高級中等學校原住民應屆畢業生升學就業概況,政府開放資料平臺;臺中市政府,臺中市政府教育局,CSV;JSON;XML,17,OGDL-1.0,2026/8/11 下午 01:34:05,https://odportal.tw/dataset/kkP8W3lp,https://opendata.taichung.gov.tw/search/675d9094-a645-4a23-80d6-b7fe5c8140de,真資料,17,3,340.0,,json,2,kkP8W3lp;s_jGzlzC,True
高雄市原住民部落大學教育參與人次,政府開放資料平臺,,JSON,1,OGDL-1.0,2025/9/5 下午 04:37:00,https://odportal.tw/dataset/km2-_F3b,https://data.gov.tw/dataset/104322,真資料,1,1,12.0,,json,1,km2-_F3b,False
原住民族就業者的行業-按人口特性分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:14:20,https://odportal.tw/dataset/knLG_Ie4,https://data.gov.tw/dataset/161535,真資料,3,2,277.0,,json;text,1,knLG_Ie4,False
高雄市原住民族別統計,政府開放資料平臺,,JSON,1,OGDL-1.0,2025/6/16 下午 03:22:32,https://odportal.tw/dataset/ko-Cfojn,https://data.gov.tw/dataset/157260,真資料,1,1,1000.0,,json,1,ko-Cfojn,False
原住民族家庭經濟戶長對原住民綜合發展基金貸款需求依區域,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:47:04,https://odportal.tw/dataset/kqDQNxr_,https://data.gov.tw/dataset/145203,真資料,3,2,20.0,,json;text,1,kqDQNxr_,False
臺北市原住民婚姻狀況,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/3/18 上午 09:34:27,https://odportal.tw/dataset/l-1V27z_,https://data.gov.tw/dataset/132208,真資料,1,1,57.0,,text,1,l-1V27z_,False
原住民身心障礙者機構式服務生活資材費用補助計畫,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:00:51,https://odportal.tw/dataset/l5J1wuOz,https://data.gov.tw/dataset/174175,真資料,3,2,29.0,,json;text,1,l5J1wuOz,False
教育部原住民族語文學獎歷屆得獎名單,政府開放資料平臺,,CSV,1,OGDL-1.0,2024/10/15 下午 04:54:25,https://odportal.tw/dataset/l5OA5DVt,https://data.gov.tw/dataset/161867,真資料,1,1,235.0,,text,1,l5OA5DVt,False
10122-00-07-2 臺中市各區 現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺;臺中市政府,臺中市政府民政局,CSV;JSON;XML,138,OGDL-1.0,2026/8/11 上午 11:36:14,https://odportal.tw/dataset/l68rFnIy,https://opendata.taichung.gov.tw/search/be386338-561e-4e3b-a549-51ae8415aaef,真資料,138,3,556.0,,json,2,l68rFnIy;n6V1cdPm,False
原住民族部落特色道路改善計畫工程經費明細表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/3 上午 12:18:58,https://odportal.tw/dataset/l92LSLkI,https://data.gov.tw/dataset/137980,真資料,3,2,762.0,,json;text,1,l92LSLkI,False
原住民族籍及族語教師有族語學經驗、通過族語認證人數,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:09:37,https://odportal.tw/dataset/lUBHJpKn,https://data.gov.tw/dataset/91837,真資料,3,2,30.0,,json;text,1,lUBHJpKn,False
澎湖縣馬公市111年原住民身分分統計資料,澎湖縣政府,馬公戶政事務所,CSV;JSON;XML,3,UNKNOWN,2023/1/7 上午 02:31:19,https://odportal.tw/dataset/lVWEOhYn,http://opendata.penghu.gov.tw/dataset/ka10000-2022-02-11-1644564291,真資料,3,2,1224.0,,json;text,1,lVWEOhYn,False
原住民族委員會未達公告金額採購案件,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:01:48,https://odportal.tw/dataset/lVv-AOfg,https://data.gov.tw/dataset/129529,真資料,3,2,349.0,,json;text,1,lVv-AOfg,False
臺中市原住民兒少福利補助項目,政府開放資料平臺;臺中市政府,臺中市政府原住民族事務委員會,CSV;XML,3,OGDL-1.0,2026/8/10 上午 01:28:28,https://odportal.tw/dataset/lX2s3FCJ,https://opendata.taichung.gov.tw/search/78946861-4311-433b-a330-4d2fe6b49ad6,連結殼,3,2,1.0,網址,text,2,lX2s3FCJ;s1BSWrpG,False
原住民族失業者希望從事的工作內容-按人口特性分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:09:04,https://odportal.tw/dataset/lgALfo3U,https://data.gov.tw/dataset/161518,真資料,3,2,285.0,,json;text,1,lgALfo3U,False
原住民族文化元素與部落資源運用情形-按資本額,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:12:18,https://odportal.tw/dataset/lgGjNfh4,https://data.gov.tw/dataset/174310,真資料,3,2,14.0,,json;text,1,lgGjNfh4,False
30220-02-06-2 臺中市原住民專門人才獎勵情形,政府開放資料平臺;臺中市政府,臺中市政府原住民族事務委員會,CSV;JSON;XML,24,OGDL-1.0,2026/8/7 上午 01:56:44,https://odportal.tw/dataset/nPS9gRu_,https://opendata.taichung.gov.tw/search/4efce480-4b7c-4bf4-aee8-68ca530a778f,真資料,24,3,5.0,,json,2,lk8Fz3Ys;nPS9gRu_,True
愛部落熱點清單,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/26 下午 03:39:10,https://odportal.tw/dataset/lsy-w5g6,https://data.gov.tw/dataset/164022,真資料,3,2,1970.0,,json;text,1,lsy-w5g6,False
110年公務人員特種考試外交領事人員及外交行政人員考試、民航人員考試、原住民族考試,政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/27 下午 04:13:53,https://odportal.tw/dataset/lzLNIYVt,https://data.gov.tw/dataset/164782,二進位,1,1,,,zip,1,lzLNIYVt,False
原住民族概況,新北市政府,新北市政府主計處/公務統計科,XLSX,1,OGDL-1.0,2025/11/28 下午 03:01:46,https://odportal.tw/dataset/m0UAAo4X,https://data.ntpc.gov.tw/datasets/45a8df13-a8d8-4c51-8a74-523315733d8f,HTML殼,1,1,,,html,1,m0UAAo4X,False
臺北市各區區公所原住民服務窗口,臺北市政府,原民會,CSV,1,,2025/10/9 上午 11:18:04,https://odportal.tw/dataset/mG6gJOH7,https://data.taipei/dataset/detail?id=bbf6e7bb-8f0e-462b-bea1-7123802c515e,網址無效,1,1,,,,1,mG6gJOH7,False
前瞻基礎建設計畫之城鄉建設的原民部落營造核定明細,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:54:23,https://odportal.tw/dataset/mTThXyfH,https://data.gov.tw/dataset/137402,真資料,3,2,257.0,,json;text,1,mTThXyfH,False
114年原住民族家庭服務中心通訊錄,政府開放資料平臺,,XLSX,1,OGDL-1.0,2025/3/17 上午 08:56:22,https://odportal.tw/dataset/maU_SKA2,https://data.gov.tw/dataset/173107,二進位,1,1,,,zip,1,maU_SKA2,False
原住民族經濟戶長目前投資情形依區域,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/11 下午 04:41:27,https://odportal.tw/dataset/mcgvvgCl,https://data.gov.tw/dataset/145230,真資料,3,2,20.0,,json;text,1,mcgvvgCl,False
113年現住原住民人口數按性別、年齡及原住民身分分,政府開放資料平臺,,CSV;JSON,22,OGDL-1.0,2025/12/30 下午 02:24:06,https://odportal.tw/dataset/miePgGfe,https://data.gov.tw/dataset/172186,真資料,22,2,344.0,,json;text,1,miePgGfe,False
臺北市政府暨所屬機關進用原住民人數,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/3/15 上午 11:49:52,https://odportal.tw/dataset/motds43q,https://data.gov.tw/dataset/137738,真資料,1,1,27.0,,text,1,motds43q,False
高級中等學校原住民學生及畢業生人數—按年級別與校別分,政府開放資料平臺,,CSV;JSON,6,OGDL-1.0,2026/7/23 上午 11:14:42,https://odportal.tw/dataset/mp-prFEm,https://data.gov.tw/dataset/33517,真資料,6,2,5488.0,,text,1,mp-prFEm,False
107年直轄市山地原住民區長政治獻金會計報告書(首次申報),政府開放資料平臺,,ZIP,4,OGDL-1.0,2022/5/5 上午 09:02:45,https://odportal.tw/dataset/mw8sWc8M,https://data.gov.tw/dataset/128950,二進位,4,2,,,zip,1,mw8sWc8M,False
原住民死亡人口數按性別、年齡及原住民身分分(按發生),政府開放資料平臺,,CSV,4,OGDL-1.0,2026/6/4 下午 03:14:23,https://odportal.tw/dataset/n9XR6dnB,https://data.gov.tw/dataset/127531,真資料,4,2,4299.0,,text,1,n9XR6dnB,False
原住民族經濟戶長目前投資情形依年齡,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/6/29 下午 08:38:53,https://odportal.tw/dataset/nF2tXyNK,https://data.gov.tw/dataset/145227,真資料,3,2,11.0,,json;text,1,nF2tXyNK,False
臺中市各區區公所原住民服務窗口聯絡電話,政府開放資料平臺;臺中市政府,臺中市政府原住民族事務委員會,CSV;JSON;XML,3,OGDL-1.0,2026/8/11 上午 10:28:17,https://odportal.tw/dataset/nLcmk8fy,https://opendata.taichung.gov.tw/search/d179f4e5-82f6-43da-8c35-9353b0be1eb0,真資料,3,2,29.0,,json;xml,2,nLcmk8fy;r39tptYQ,False
110年現住原住民人口數按性別、原住民身分及族別分,政府開放資料平臺,,CSV;JSON,10,OGDL-1.0,2025/8/19 下午 03:04:52,https://odportal.tw/dataset/nOhKcX04,https://data.gov.tw/dataset/136919,真資料,10,2,342.0,,json;text,1,nOhKcX04,False
原住民族經濟戶長平均每月收入狀況,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:46:26,https://odportal.tw/dataset/nRUe-Ehx,https://data.gov.tw/dataset/91816,真資料,3,2,4.0,,json;text,1,nRUe-Ehx,False
113年內政部「殯葬設施量能提升計畫」補助原住民族地區內容,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/12/19 下午 11:54:11,https://odportal.tw/dataset/naMvi7El,https://data.gov.tw/dataset/170706,真資料,1,1,12.0,,text,1,naMvi7El,False
原住民地區國民小學設立附設幼兒園之比率,政府開放資料平臺,,XLS,1,OGDL-1.0,2025/3/11 下午 03:59:11,https://odportal.tw/dataset/naTb3g_T,https://data.gov.tw/dataset/151066,二進位,1,1,,,xls,1,naTb3g_T,False
108年3月至108年12月法務部及所屬機關原住民人員進用情形表,政府開放資料平臺,,JSON,1,OGDL-1.0,2024/7/1 下午 04:44:07,https://odportal.tw/dataset/ndHbwtX1,https://data.gov.tw/dataset/132651,失效,1,1,,,json,1,ndHbwtX1,False
宜居建設計畫-提升部落居住環境品質核定明細-工程,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/3 上午 12:20:44,https://odportal.tw/dataset/nk7xpsRO,https://data.gov.tw/dataset/157647,真資料,3,2,89.0,,json;text,1,nk7xpsRO,False
原住民退除役官兵人數按年齡及性別分,政府開放資料平臺,,CSV,2,OGDL-1.0,2026/5/27 下午 02:50:11,https://odportal.tw/dataset/nlsgI0xF,https://data.gov.tw/dataset/172154,真資料,2,2,84.0,,text,1,nlsgI0xF,False
115年3月基隆市原住民人口按性別及年齡,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/4/1 下午 04:07:51,https://odportal.tw/dataset/nwim_qrm,https://data.gov.tw/dataset/59130,真資料,1,1,98.0,,text,1,nwim_qrm,False
新北市政府原住民族進用統計表,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/7/8 上午 12:00:33,https://odportal.tw/dataset/nxrQme2W,https://data.gov.tw/dataset/125862,真資料,1,1,2.0,,text,1,nxrQme2W,False
原住民族語言能力認證測驗之各縣市統計,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:44:40,https://odportal.tw/dataset/o-XYTk1o,https://data.gov.tw/dataset/138813,真資料,3,2,357.0,,json;text,1,o-XYTk1o,False
全國原住民保留地總面積與總筆數表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:49:46,https://odportal.tw/dataset/o9fYWfsn,https://data.gov.tw/dataset/151559,真資料,3,2,65.0,,json;text,1,o9fYWfsn,False
原住民族勞動力,政府開放資料平臺,,CSV,1,OGDL-1.0,2025/11/27 下午 02:23:17,https://odportal.tw/dataset/oHS-eNqf,https://data.gov.tw/dataset/123307,真資料,1,1,19.0,,text,1,oHS-eNqf,False
原住民族經濟戶長平均儲蓄金額依年齡,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:58:31,https://odportal.tw/dataset/oLaVM2kD,https://data.gov.tw/dataset/145220,真資料,3,2,11.0,,json;text,1,oLaVM2kD,False
原住民族十大死因統計,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:48:46,https://odportal.tw/dataset/oM5ZPQdO,https://data.gov.tw/dataset/157715,真資料,3,2,190.0,,json;text,1,oM5ZPQdO,False
原住民族委員會單位決算表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:00:38,https://odportal.tw/dataset/oREZVZ7X,https://data.gov.tw/dataset/112719,連結殼,3,2,13.0,檔案pdf,json;text,1,oREZVZ7X,False
原住民族家庭消費支出按型態分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:50:36,https://odportal.tw/dataset/oVJx3I8n,https://data.gov.tw/dataset/93927,真資料,3,2,49.0,,json;text,1,oVJx3I8n,False
高雄市原民會原住民部落工場,高雄市政府,原民會,CSV;JSON,2,OGDL-1.0,2025/4/10 下午 03:47:13,https://odportal.tw/dataset/ogkL7jkg,https://data.kcg.gov.tw/DataSet/Detail/a124754e-1603-41f1-bc5b-0c43ef6ec28c,真資料,2,2,22.0,,json;text,1,ogkL7jkg,False
原住民族就業者工作地區-按行業及職業分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:15:06,https://odportal.tw/dataset/oiXpqyMn,https://data.gov.tw/dataset/161528,真資料,3,2,263.0,,json;text,1,oiXpqyMn,False
原住民部落文化健康站,政府開放資料平臺,,CSV,1,OGDL-1.0,2022/11/8 下午 10:36:11,https://odportal.tw/dataset/oldlfv24,https://data.gov.tw/dataset/159524,連結殼,1,1,3.0,相關網址,text,1,oldlfv24,False
原住民族失業者求職找工作管道-按地區別分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:13:23,https://odportal.tw/dataset/ophcPnhy,https://data.gov.tw/dataset/166804,真資料,3,2,328.0,,json;text,1,ophcPnhy,False
全國原住民保留地原住民權利統計表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:55:59,https://odportal.tw/dataset/otN3ohRF,https://data.gov.tw/dataset/170604,真資料,3,2,416.0,,json;text,1,otN3ohRF,False
原住民族部落聯絡道路改善情形,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:10:34,https://odportal.tw/dataset/ow-CS_86,https://data.gov.tw/dataset/157723,真資料,3,2,8.0,,json;text,1,ow-CS_86,False
原住民族文化元素與部落資源運用情形-按組織別,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:12:24,https://odportal.tw/dataset/oyE6AQyr,https://data.gov.tw/dataset/174311,真資料,3,2,6.0,,json;text,1,oyE6AQyr,False
臺北市原住民人口數按民族別分,臺北市政府,民政局,CSV,1,,2026/8/4 下午 05:25:34,https://odportal.tw/dataset/p7KT9oLZ,https://data.taipei/dataset/detail?id=4be3e59f-ad27-4088-93a4-43fba7fbfb22,網址無效,1,2,,,,1,p7KT9oLZ,False
退除役官兵人數按原住民身分統計,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/1/30 下午 04:55:19,https://odportal.tw/dataset/pFHsMDmn,https://data.gov.tw/dataset/165019,真資料,1,1,90.0,,text,1,pFHsMDmn,False
現住原住民教育程度(102年後)-年 依 期間，年齡層， 男/女，平地/山地 與 項目,政府開放資料平臺,,CSV,1,OGDL-1.0,2026/7/4 上午 01:02:46,https://odportal.tw/dataset/pG43rCN1,https://data.gov.tw/dataset/129176,失效,1,1,,,,1,pG43rCN1,False
原住民就業者從事的行業,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:59:27,https://odportal.tw/dataset/pJfOJFbT,https://data.gov.tw/dataset/91822,真資料,3,2,21.0,,json;text,1,pJfOJFbT,False
114年公務人員特種考試原住民族考試(第二試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2025/11/28 下午 02:44:37,https://odportal.tw/dataset/pNGOKyDW,https://data.gov.tw/dataset/175834,二進位,1,1,,,zip,1,pNGOKyDW,False
原住民族就失業情形-按人口特性分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:08:29,https://odportal.tw/dataset/pTlk7_3i,https://data.gov.tw/dataset/161525,真資料,3,2,322.0,,json;text,1,pTlk7_3i,False
澎湖縣馬公市106年各里現住人口數按性別及原住民身分分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/8/7 下午 04:22:23,https://odportal.tw/dataset/pXHNv-Yv,https://data.gov.tw/dataset/113375,失效,3,2,,,,1,pXHNv-Yv,False
原住民族經濟戶長平均投資金額－依年齡、教育程度分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:46:33,https://odportal.tw/dataset/pYt3JdEo,https://data.gov.tw/dataset/91676,真資料,3,2,11.0,,json;text,1,pYt3JdEo,False
各里現住原住民人口數按性別、年齡及原住民身分分,臺南市政府,臺南市政府民政局,CSV;JSON,14,OGDL-1.0,2026/5/4 上午 10:51:51,https://odportal.tw/dataset/p_K5uhJo,https://data.tainan.gov.tw/DataSet/Detail/6daa65cf-3f47-424a-898c-57aaf9eae823,真資料,14,2,964.0,,html;text,1,p_K5uhJo,False
110年原住民族考試(第二試),政府開放資料平臺,,ZIP,1,OGDL-1.0,2023/12/27 下午 04:15:10,https://odportal.tw/dataset/pbj2DMkP,https://data.gov.tw/dataset/164783,二進位,1,1,,,zip,1,pbj2DMkP,False
統計區原住民人口指標,政府開放資料平臺,,XML,44,OGDL-1.0,2026/5/26 下午 04:12:22,https://odportal.tw/dataset/pi1nWNNF,https://data.gov.tw/dataset/18650,真資料,44,2,848.0,,xml,1,pi1nWNNF,False
高雄市原民會族語學習教室,政府開放資料平臺,,CSV;JSON,2,OGDL-1.0,2025/6/30 下午 02:27:01,https://odportal.tw/dataset/pzQc_x08,https://data.gov.tw/dataset/46833,真資料,2,2,10.0,,json;text,1,pzQc_x08,False
原住民族就業者從業身分-按地區別分,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:13:42,https://odportal.tw/dataset/q5A2BcWa,https://data.gov.tw/dataset/161547,真資料,3,2,328.0,,json;text,1,q5A2BcWa,False
統計區原住民15歲以上人口十歲年齡組與性別與教育程度人口統計,政府開放資料平臺,,XML,44,OGDL-1.0,2026/7/1 上午 11:40:14,https://odportal.tw/dataset/q9pI3FLP,https://data.gov.tw/dataset/18672,真資料,44,2,123.0,,xml,1,q9pI3FLP,False
原住民族易成孤島地區清冊,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/3/2 下午 02:16:24,https://odportal.tw/dataset/q9pzCiDD,https://data.gov.tw/dataset/170259,真資料,3,2,195.0,,json;text,1,q9pzCiDD,False
推動原住民族多元產業發展2.0計畫-部落產業升級-先期計畫核定名單,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:54:58,https://odportal.tw/dataset/qISCLMj2,https://data.gov.tw/dataset/156629,真資料,3,2,37.0,,json;text,1,qISCLMj2,False
台閩原住民族人口-按性別,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/5/21 下午 03:59:25,https://odportal.tw/dataset/qI_NOw9g,https://data.gov.tw/dataset/145938,真資料,3,2,104.0,,json;text,1,qI_NOw9g,False
臺灣原住民族地方文化館,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:56:06,https://odportal.tw/dataset/qThoaAjw,https://data.gov.tw/dataset/164242,連結殼,3,2,28.0,網址,json;text,1,qThoaAjw,False
原住民族委員會單位預算會計月報,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 05:16:27,https://odportal.tw/dataset/qer1YB2R,https://data.gov.tw/dataset/119900,連結殼,3,2,124.0,檔案下載PDF;檔案下載XML,json;text,1,qer1YB2R,False
原住民族地區觀光活動一覽表,政府開放資料平臺,,CSV;JSON;XML,3,OGDL-1.0,2026/4/5 下午 04:54:50,https://odportal.tw/dataset/qkv6fPmP,https://data.gov.tw/dataset/161514,真資料,3,2,46.0,,json;text,1,qkv6fPmP,False
